id_registro,codigo_equipo,fecha,tipo_mantenimiento,categoria_falla,urgencia,descripcion,costo_soles,tecnico,prioridad,horas_intervencion,estado_post
R01010,EQ-019,2024-06-07,Preventivo,—,Programado,Mantenimiento preventivo programado,65.65,M. Torres,Baja,2.0,Operativo
R01011,EQ-019,2024-09-02,Preventivo,—,Programado,Mantenimiento preventivo programado,134.64,M. Torres,Baja,0.5,Operativo
R01012,EQ-019,2024-12-10,Preventivo,—,Programado,Mantenimiento preventivo programado,71.64,J. Ramírez,Baja,1.0,Operativo
R01013,EQ-019,2025-02-28,Preventivo,—,Programado,Mantenimiento preventivo programado,87.07,L. Quispe,Baja,1.1,Operativo
R01014,EQ-019,2025-05-20,Preventivo,—,Programado,Mantenimiento preventivo programado,66.63,L. Quispe,Baja,1.4,Operativo
R01015,EQ-019,2025-08-18,Preventivo,—,Programado,Mantenimiento preventivo programado,120.02,A. Flores,Baja,0.7,Operativo
R01026,EQ-019,2025-09-21,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,628.84,M. Torres,Baja,5.0,Operativo
R01016,EQ-019,2025-11-25,Preventivo,—,Programado,Mantenimiento preventivo programado,151.99,M. Torres,Baja,0.8,Operativo
R01017,EQ-019,2026-02-21,Preventivo,—,Programado,Mantenimiento preventivo programado,141.42,L. Quispe,Baja,1.4,Operativo
R01021,EQ-019,2026-04-01,Correctivo,Calibración,Baja,Ajuste de cero requerido,263.8,M. Torres,Baja,4.7,Operativo
R01018,EQ-019,2026-05-28,Preventivo,—,Programado,Mantenimiento preventivo programado,133.98,J. Ramírez,Baja,1.3,Operativo
R01037,EQ-020,2022-01-13,Preventivo,—,Programado,Mantenimiento preventivo programado,64.26,M. Torres,Baja,1.0,Operativo
R01066,EQ-020,2022-03-23,Correctivo,Calibración,Baja,Desviación de medición,293.48,J. Ramírez,Baja,5.6,En observación
R01038,EQ-020,2022-04-11,Preventivo,—,Programado,Mantenimiento preventivo programado,153.31,A. Flores,Baja,1.8,Operativo
R01067,EQ-020,2022-04-15,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,190.79,A. Flores,Baja,4.0,Operativo
R01059,EQ-020,2022-06-18,Correctivo,Calibración,Media,Ajuste de cero requerido,191.42,M. Torres,Media,4.0,Operativo
R01039,EQ-020,2022-07-18,Preventivo,—,Programado,Mantenimiento preventivo programado,172.74,L. Quispe,Baja,0.6,Operativo
R01060,EQ-020,2022-08-09,Correctivo,Eléctrica,Baja,Falla en fuente de poder,569.93,L. Quispe,Baja,6.8,Operativo
R01040,EQ-020,2022-10-14,Preventivo,—,Programado,Mantenimiento preventivo programado,170.12,L. Quispe,Baja,0.9,Operativo
R01041,EQ-020,2023-01-02,Preventivo,—,Programado,Mantenimiento preventivo programado,138.23,L. Quispe,Baja,0.6,Operativo
R01065,EQ-020,2023-01-15,Correctivo,Sensores,Baja,Error de lectura de presión,680.95,A. Flores,Baja,4.4,En observación
R01042,EQ-020,2023-03-25,Preventivo,—,Programado,Mantenimiento preventivo programado,76.52,L. Quispe,Baja,1.4,Operativo
R01063,EQ-020,2023-06-09,Correctivo,Sensores,Media,Termistor fuera de rango,185.95,M. Torres,Media,1.2,Operativo
R01043,EQ-020,2023-06-22,Preventivo,—,Programado,Mantenimiento preventivo programado,169.68,M. Torres,Baja,0.8,Operativo
R01044,EQ-020,2023-09-19,Preventivo,—,Programado,Mantenimiento preventivo programado,141.76,M. Torres,Baja,1.1,Operativo
R01069,EQ-020,2023-12-03,Correctivo,Calibración,Alta,Desviación de medición,267.66,M. Torres,Alta,2.2,Operativo
R01045,EQ-020,2023-12-27,Preventivo,—,Programado,Mantenimiento preventivo programado,127.33,L. Quispe,Baja,0.7,Operativo
R01061,EQ-020,2024-02-17,Correctivo,Eléctrica,Media,Falla en cargador,83.22,A. Flores,Media,5.5,Operativo
R01046,EQ-020,2024-03-24,Preventivo,—,Programado,Mantenimiento preventivo programado,142.85,J. Ramírez,Baja,1.4,Operativo
R01068,EQ-020,2024-04-14,Correctivo,Sensores,Baja,Error de lectura de presión,1154.12,L. Quispe,Baja,1.8,En observación
R01070,EQ-020,2024-05-03,Correctivo,Sensores,Media,Error de lectura de presión,635.98,L. Quispe,Media,7.9,Operativo
R01047,EQ-020,2024-06-13,Preventivo,—,Programado,Mantenimiento preventivo programado,92.44,M. Torres,Baja,1.9,Operativo
R01062,EQ-020,2024-08-06,Correctivo,Desgaste,Media,Componente al final de vida útil,409.24,J. Ramírez,Media,7.1,Operativo
R01048,EQ-020,2024-09-02,Preventivo,—,Programado,Mantenimiento preventivo programado,146.13,M. Torres,Baja,1.6,Operativo
R01049,EQ-020,2024-12-09,Preventivo,—,Programado,Mantenimiento preventivo programado,173.13,L. Quispe,Baja,1.7,Operativo
R01064,EQ-020,2025-01-02,Correctivo,Eléctrica,Media,Falla en fuente de poder,202.83,M. Torres,Media,3.2,Operativo
R01050,EQ-020,2025-03-16,Preventivo,—,Programado,Mantenimiento preventivo programado,131.94,M. Torres,Baja,1.1,Operativo
R01056,EQ-020,2025-05-07,Correctivo,Desgaste,Alta,Filtro saturado,,M. Torres,Alta,7.3,En observación
R01051,EQ-020,2025-06-10,Preventivo,—,Programado,Mantenimiento preventivo programado,123.82,L. Quispe,Baja,1.0,Operativo
R01052,EQ-020,2025-09-08,Preventivo,—,Programado,Mantenimiento preventivo programado,143.27,L. Quispe,Baja,1.0,Operativo
R01057,EQ-020,2025-12-01,Correctivo,Desgaste,Media,Filtro saturado,208.92,M. Torres,Media,7.3,Operativo
R01053,EQ-020,2025-12-14,Preventivo,—,Programado,Mantenimiento preventivo programado,96.3,M. Torres,Baja,1.2,Operativo
R01058,EQ-020,2025-12-21,Correctivo,Eléctrica,Media,Cortocircuito en placa,595.85,M. Torres,Media,3.4,Operativo
R01054,EQ-020,2026-03-09,Preventivo,—,Programado,Mantenimiento preventivo programado,70.82,M. Torres,Baja,0.9,Operativo
R01055,EQ-020,2026-05-30,Preventivo,—,Programado,Mantenimiento preventivo programado,130.46,M. Torres,Baja,0.7,Operativo
R01071,EQ-021,2022-01-04,Preventivo,—,Programado,Mantenimiento preventivo programado,143.59,A. Flores,Baja,0.7,Operativo
R01072,EQ-021,2022-04-09,Preventivo,—,Programado,Mantenimiento preventivo programado,178.06,M. Torres,Baja,0.9,Operativo
R01108,EQ-021,2022-04-11,Correctivo,Mecánica,Alta,Obstrucción de circuito,307.89,M. Torres,Alta,7.4,En observación
R01119,EQ-021,2022-04-12,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,811.29,M. Torres,Alta,2.4,Operativo
R01122,EQ-021,2022-04-28,Correctivo,Mecánica,Baja,Obstrucción de circuito,456.17,M. Torres,Baja,3.2,Operativo
R01127,EQ-021,2022-05-08,Correctivo,Sensores,Alta,Error de lectura de presión,244.39,M. Torres,Alta,2.9,Operativo
R01106,EQ-021,2022-05-27,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,573.05,J. Ramírez,Alta,1.9,Operativo
R01099,EQ-021,2022-06-06,Correctivo,Desgaste,Baja,Filtro saturado,209.08,M. Torres,Baja,6.5,Operativo
R01073,EQ-021,2022-07-01,Preventivo,—,Programado,Mantenimiento preventivo programado,91.95,A. Flores,Baja,1.2,Operativo
R01118,EQ-021,2022-08-05,Correctivo,Eléctrica,Alta,Falla en fuente de poder,133.37,A. Flores,Alta,7.8,Operativo
R01098,EQ-021,2022-08-13,Correctivo,Software,Baja,Falla en calibración digital,97.76,A. Flores,Baja,4.4,Operativo
R01109,EQ-021,2022-09-20,Correctivo,Mecánica,Media,Desgaste de válvula,246.15,A. Flores,Media,2.8,Operativo
R01074,EQ-021,2022-09-21,Preventivo,—,Programado,Mantenimiento preventivo programado,73.28,M. Torres,Baja,1.4,Operativo
R01112,EQ-021,2022-10-31,Correctivo,Mecánica,Media,Desgaste de válvula,508.58,L. Quispe,Media,2.9,Operativo
R01107,EQ-021,2022-12-10,Correctivo,Eléctrica,Media,Fusible quemado,,A. Flores,Media,3.7,Operativo
R01075,EQ-021,2022-12-25,Preventivo,—,Programado,Mantenimiento preventivo programado,158.64,J. Ramírez,Baja,1.6,Operativo
R01095,EQ-021,2023-02-02,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,348.08,L. Quispe,Baja,5.6,Operativo
R01076,EQ-021,2023-03-25,Preventivo,—,Programado,Mantenimiento preventivo programado,174.16,L. Quispe,Baja,2.0,Operativo
R01111,EQ-021,2023-05-25,Correctivo,Eléctrica,Media,Falla en cargador,274.82,L. Quispe,Media,1.4,Operativo
R01103,EQ-021,2023-05-27,Correctivo,Mecánica,Media,Obstrucción de circuito,178.5,L. Quispe,Media,7.5,Operativo
R01090,EQ-021,2023-06-13,Correctivo,Mecánica,Media,Holgura en soporte,,A. Flores,Media,1.1,Operativo
R01077,EQ-021,2023-06-14,Preventivo,—,Programado,Mantenimiento preventivo programado,146.39,L. Quispe,Baja,0.7,Operativo
R01078,EQ-021,2023-09-18,Preventivo,—,Programado,Mantenimiento preventivo programado,73.44,A. Flores,Baja,1.5,Operativo
R01105,EQ-021,2023-09-25,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,854.64,M. Torres,Media,6.3,Operativo
R01113,EQ-021,2023-11-13,Correctivo,Mecánica,Baja,Holgura en soporte,196.71,J. Ramírez,Baja,7.3,Operativo
R01101,EQ-021,2023-11-28,Correctivo,Sensores,Media,Sensor de flujo defectuoso,1182.47,M. Torres,Media,7.5,Operativo
R01079,EQ-021,2023-12-23,Preventivo,—,Programado,Mantenimiento preventivo programado,154.28,A. Flores,Baja,1.2,Operativo
R01117,EQ-021,2024-03-13,Correctivo,Desgaste,Media,Acumulación de horas de uso,349.27,L. Quispe,Media,5.2,Operativo
R01080,EQ-021,2024-03-22,Preventivo,—,Programado,Mantenimiento preventivo programado,170.35,L. Quispe,Baja,1.6,Operativo
R01104,EQ-021,2024-04-09,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,457.09,J. Ramírez,Baja,2.5,Operativo
R01093,EQ-021,2024-04-19,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,1080.05,M. Torres,Alta,3.6,Operativo
R01092,EQ-021,2024-05-04,Correctivo,Desgaste,Baja,Acumulación de horas de uso,344.81,J. Ramírez,Baja,1.9,Operativo
R01081,EQ-021,2024-06-22,Preventivo,—,Programado,Mantenimiento preventivo programado,109.88,M. Torres,Baja,1.5,Operativo
R01116,EQ-021,2024-07-05,Correctivo,Eléctrica,Baja,Falla en cargador,250.06,J. Ramírez,Baja,2.3,En observación
R01125,EQ-021,2024-07-13,Correctivo,Mecánica,Alta,Rotura de manguera,129.74,A. Flores,Alta,4.2,Operativo
R01124,EQ-021,2024-08-07,Correctivo,Desgaste,Media,Componente al final de vida útil,648.23,J. Ramírez,Media,2.2,Operativo
R01094,EQ-021,2024-09-06,Correctivo,Mecánica,Media,Obstrucción de circuito,519.96,M. Torres,Media,3.2,Operativo
R01082,EQ-021,2024-09-13,Preventivo,—,Programado,Mantenimiento preventivo programado,77.76,J. Ramírez,Baja,1.8,Operativo
R01083,EQ-021,2024-12-03,Preventivo,—,Programado,Mantenimiento preventivo programado,83.63,M. Torres,Baja,1.2,Operativo
R01084,EQ-021,2025-02-23,Preventivo,—,Programado,Mantenimiento preventivo programado,100.01,L. Quispe,Baja,1.7,Operativo
R01114,EQ-021,2025-03-01,Correctivo,Eléctrica,Baja,Cortocircuito en placa,555.93,J. Ramírez,Baja,2.5,Operativo
R01102,EQ-021,2025-03-08,Correctivo,Eléctrica,Alta,Fusible quemado,585.92,L. Quispe,Alta,1.8,En observación
R01100,EQ-021,2025-04-12,Correctivo,Desgaste,Media,Componente al final de vida útil,790.53,A. Flores,Media,2.6,Operativo
R01085,EQ-021,2025-05-15,Preventivo,—,Programado,Mantenimiento preventivo programado,120.97,A. Flores,Baja,1.7,Operativo
R01126,EQ-021,2025-06-14,Correctivo,Sensores,Media,Termistor fuera de rango,870.0,J. Ramírez,Media,4.3,Operativo
R01120,EQ-021,2025-07-18,Correctivo,Calibración,Media,Ajuste de cero requerido,289.77,A. Flores,Media,6.0,Operativo
R01086,EQ-021,2025-08-14,Preventivo,—,Programado,Mantenimiento preventivo programado,108.91,L. Quispe,Baja,1.0,Operativo
R01096,EQ-021,2025-09-10,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,890.47,A. Flores,Baja,3.7,En observación
R01091,EQ-021,2025-09-22,Correctivo,Mecánica,Media,Falla en bomba peristáltica,,A. Flores,Media,4.7,Operativo
R01087,EQ-021,2025-11-04,Preventivo,—,Programado,Mantenimiento preventivo programado,90.8,M. Torres,Baja,0.6,Operativo
R01121,EQ-021,2025-11-25,Correctivo,Desgaste,Baja,Filtro saturado,,J. Ramírez,Baja,5.5,Operativo
R01123,EQ-021,2025-12-14,Correctivo,Sensores,Media,Error de lectura de presión,950.07,M. Torres,Media,7.5,En observación
R01115,EQ-021,2025-12-26,Correctivo,Software,Media,Error de comunicación,299.13,M. Torres,Media,1.4,En observación
R01097,EQ-021,2026-01-23,Correctivo,Mecánica,Alta,Desgaste de válvula,249.92,M. Torres,Alta,4.5,Operativo
R01088,EQ-021,2026-02-08,Preventivo,—,Programado,Mantenimiento preventivo programado,110.4,M. Torres,Baja,0.6,Operativo
R01110,EQ-021,2026-05-02,Correctivo,Mecánica,Baja,Holgura en soporte,137.96,A. Flores,Baja,5.1,En observación
R01089,EQ-021,2026-05-14,Preventivo,—,Programado,Mantenimiento preventivo programado,109.9,A. Flores,Baja,0.8,Operativo
R01166,EQ-022,2022-02-01,Correctivo,Desgaste,Media,Acumulación de horas de uso,415.21,A. Flores,Media,7.0,Operativo
R01180,EQ-022,2022-02-10,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,391.98,A. Flores,Baja,6.4,En observación
R01128,EQ-022,2022-02-12,Preventivo,—,Programado,Mantenimiento preventivo programado,84.2,M. Torres,Baja,0.9,Operativo
R01181,EQ-022,2022-02-16,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,799.82,J. Ramírez,Alta,6.7,Operativo
R01172,EQ-022,2022-02-21,Correctivo,Calibración,Alta,Desviación de medición,150.46,J. Ramírez,Alta,7.2,Operativo
R01169,EQ-022,2022-03-07,Correctivo,Software,Media,Error de comunicación,,A. Flores,Media,6.7,Operativo
R01156,EQ-022,2022-04-12,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,697.53,J. Ramírez,Media,7.3,Operativo
R01168,EQ-022,2022-04-16,Correctivo,Calibración,Alta,Ajuste de cero requerido,190.58,A. Flores,Alta,4.3,Operativo
R01162,EQ-022,2022-05-16,Correctivo,Software,Alta,Falla en calibración digital,92.41,L. Quispe,Alta,1.0,En observación
R01129,EQ-022,2022-05-18,Preventivo,—,Programado,Mantenimiento preventivo programado,69.24,L. Quispe,Baja,1.2,Operativo
R01175,EQ-022,2022-06-28,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,783.42,A. Flores,Alta,3.6,En observación
R01130,EQ-022,2022-08-19,Preventivo,—,Programado,Mantenimiento preventivo programado,141.06,A. Flores,Baja,1.7,Operativo
R01158,EQ-022,2022-09-23,Correctivo,Mecánica,Alta,Holgura en soporte,450.32,M. Torres,Alta,6.7,Operativo
R01186,EQ-022,2022-10-10,Correctivo,Sensores,Alta,Error de lectura de presión,503.69,M. Torres,Alta,7.8,Operativo
R01167,EQ-022,2022-10-25,Correctivo,Software,Alta,Falla en calibración digital,184.53,J. Ramírez,Alta,6.1,Operativo
R01131,EQ-022,2022-11-23,Preventivo,—,Programado,Mantenimiento preventivo programado,130.24,M. Torres,Baja,1.2,Operativo
R01157,EQ-022,2022-11-30,Correctivo,Desgaste,Alta,Acumulación de horas de uso,344.3,J. Ramírez,Alta,2.7,Operativo
R01189,EQ-022,2022-12-01,Correctivo,Calibración,Alta,Calibración vencida,292.94,A. Flores,Alta,6.9,Operativo
R01146,EQ-022,2023-01-13,Correctivo,Software,Alta,Error de comunicación,193.16,M. Torres,Alta,3.4,Operativo
R01160,EQ-022,2023-01-28,Correctivo,Eléctrica,Alta,Falla en cargador,416.87,A. Flores,Alta,1.2,Operativo
R01151,EQ-022,2023-02-13,Correctivo,Sensores,Alta,Error de lectura de presión,674.99,L. Quispe,Alta,6.9,En observación
R01132,EQ-022,2023-02-19,Preventivo,—,Programado,Mantenimiento preventivo programado,164.19,J. Ramírez,Baja,1.7,Operativo
R01182,EQ-022,2023-02-24,Correctivo,Sensores,Media,Sensor de flujo defectuoso,615.7,A. Flores,Media,3.5,Operativo
R01171,EQ-022,2023-03-15,Correctivo,Eléctrica,Alta,Falla en cargador,224.25,J. Ramírez,Alta,2.5,En observación
R01148,EQ-022,2023-05-08,Correctivo,Sensores,Media,Termistor fuera de rango,745.56,J. Ramírez,Media,5.9,Operativo
R01133,EQ-022,2023-05-16,Preventivo,—,Programado,Mantenimiento preventivo programado,142.11,M. Torres,Baja,0.8,Operativo
R01149,EQ-022,2023-05-16,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,336.06,J. Ramírez,Alta,7.1,Operativo
R01155,EQ-022,2023-07-27,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,473.36,L. Quispe,Alta,1.1,Operativo
R01134,EQ-022,2023-08-17,Preventivo,—,Programado,Mantenimiento preventivo programado,169.03,M. Torres,Baja,0.7,Operativo
R01135,EQ-022,2023-11-09,Preventivo,—,Programado,Mantenimiento preventivo programado,79.5,J. Ramírez,Baja,1.8,Operativo
R01136,EQ-022,2024-02-13,Preventivo,—,Programado,Mantenimiento preventivo programado,90.61,L. Quispe,Baja,0.6,Operativo
R01159,EQ-022,2024-02-13,Correctivo,Sensores,Media,Sensor de flujo defectuoso,410.56,A. Flores,Media,2.5,Operativo
R01185,EQ-022,2024-03-09,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,758.28,J. Ramírez,Alta,3.6,Operativo
R01170,EQ-022,2024-03-12,Correctivo,Software,Alta,Error de firmware,378.74,M. Torres,Alta,1.4,Operativo
R01184,EQ-022,2024-03-16,Correctivo,Mecánica,Alta,Rotura de manguera,199.13,M. Torres,Alta,6.2,En observación
R01178,EQ-022,2024-04-16,Correctivo,Software,Alta,Falla en calibración digital,142.88,A. Flores,Alta,1.2,Operativo
R01137,EQ-022,2024-05-21,Preventivo,—,Programado,Mantenimiento preventivo programado,130.6,M. Torres,Baja,0.9,Operativo
R01150,EQ-022,2024-06-19,Correctivo,Mecánica,Alta,Holgura en soporte,564.47,J. Ramírez,Alta,8.0,Operativo
R01163,EQ-022,2024-08-06,Correctivo,Eléctrica,Media,Falla en cargador,493.18,M. Torres,Media,7.0,En observación
R01147,EQ-022,2024-08-14,Correctivo,Sensores,Alta,Error de lectura de presión,778.53,L. Quispe,Alta,5.3,Operativo
R01138,EQ-022,2024-08-16,Preventivo,—,Programado,Mantenimiento preventivo programado,115.29,M. Torres,Baja,0.6,Operativo
R01161,EQ-022,2024-09-08,Correctivo,Eléctrica,Media,Fusible quemado,185.51,A. Flores,Media,5.5,Operativo
R01153,EQ-022,2024-09-25,Correctivo,Mecánica,Media,Desgaste de válvula,622.91,M. Torres,Media,2.4,En observación
R01139,EQ-022,2024-11-05,Preventivo,—,Programado,Mantenimiento preventivo programado,112.88,M. Torres,Baja,0.5,Operativo
R01177,EQ-022,2024-11-05,Correctivo,Eléctrica,Media,Falla en cargador,222.3,M. Torres,Media,5.2,Operativo
R01140,EQ-022,2025-01-28,Preventivo,—,Programado,Mantenimiento preventivo programado,152.71,L. Quispe,Baja,1.1,Operativo
R01173,EQ-022,2025-04-15,Correctivo,Software,Alta,Pantalla congelada,176.07,L. Quispe,Alta,7.5,En observación
R01141,EQ-022,2025-04-23,Preventivo,—,Programado,Mantenimiento preventivo programado,69.3,L. Quispe,Baja,0.5,Operativo
R01187,EQ-022,2025-05-01,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,1178.25,L. Quispe,Alta,2.4,Operativo
R01165,EQ-022,2025-07-06,Correctivo,Mecánica,Baja,Desgaste de válvula,,A. Flores,Baja,2.8,Operativo
R01154,EQ-022,2025-07-20,Correctivo,Mecánica,Alta,Obstrucción de circuito,249.85,M. Torres,Alta,6.6,Operativo
R01142,EQ-022,2025-07-23,Preventivo,—,Programado,Mantenimiento preventivo programado,79.44,J. Ramírez,Baja,0.5,Operativo
R01152,EQ-022,2025-08-01,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,910.74,A. Flores,Alta,6.9,Operativo
R01188,EQ-022,2025-09-05,Correctivo,Calibración,Alta,Ajuste de cero requerido,119.63,J. Ramírez,Alta,4.7,Operativo
R01143,EQ-022,2025-10-17,Preventivo,—,Programado,Mantenimiento preventivo programado,150.16,J. Ramírez,Baja,1.2,Operativo
R01183,EQ-022,2025-11-10,Correctivo,Eléctrica,Alta,Batería agotada,474.47,M. Torres,Alta,7.4,Operativo
R01174,EQ-022,2025-12-25,Correctivo,Sensores,Alta,Error de lectura de presión,921.6,L. Quispe,Alta,6.6,En observación
R01144,EQ-022,2026-01-20,Preventivo,—,Programado,Mantenimiento preventivo programado,144.62,J. Ramírez,Baja,1.4,Operativo
R01176,EQ-022,2026-01-30,Correctivo,Sensores,Media,Error de lectura de presión,566.75,A. Flores,Media,6.6,En observación
R01179,EQ-022,2026-02-10,Correctivo,Desgaste,Alta,Filtro saturado,231.65,J. Ramírez,Alta,1.7,Operativo
R01164,EQ-022,2026-03-10,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,864.06,A. Flores,Alta,3.4,Operativo
R01145,EQ-022,2026-04-27,Preventivo,—,Programado,Mantenimiento preventivo programado,123.13,J. Ramírez,Baja,1.6,Operativo
R01190,EQ-023,2022-01-02,Preventivo,—,Programado,Mantenimiento preventivo programado,168.42,J. Ramírez,Baja,1.1,Operativo
R01243,EQ-023,2022-01-03,Correctivo,Software,Alta,Pantalla congelada,709.6,J. Ramírez,Alta,6.2,Operativo
R01246,EQ-023,2022-01-04,Correctivo,Desgaste,Alta,Filtro saturado,1181.17,M. Torres,Alta,4.9,En observación
R01241,EQ-023,2022-01-11,Correctivo,Mecánica,Alta,Desgaste de válvula,1792.61,M. Torres,Alta,6.6,Operativo
R01191,EQ-023,2022-04-10,Preventivo,—,Programado,Mantenimiento preventivo programado,172.63,J. Ramírez,Baja,1.5,Operativo
R01239,EQ-023,2022-04-29,Correctivo,Calibración,Alta,Calibración vencida,426.79,A. Flores,Alta,3.1,En observación
R01192,EQ-023,2022-06-29,Preventivo,—,Programado,Mantenimiento preventivo programado,85.19,M. Torres,Baja,1.0,Operativo
R01223,EQ-023,2022-06-30,Correctivo,Eléctrica,Alta,Cortocircuito en placa,632.77,J. Ramírez,Alta,6.4,Operativo
R01253,EQ-023,2022-08-14,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,451.06,A. Flores,Baja,4.9,En observación
